host_species,host_phylum,host_class,host_order,host_family,host_in_gonzalos_list,diseases,has_pilot_disease,pilot_diseases,has_pilot_include_disease,pilot_include_diseases,Not_specified,PCR_Sequencing,Isolation_Observation,Antibodies,Any_PCR_Or_Observation
Pteroglossus torquatus,Chordata,Aves,Piciformes,Ramphastidae,FALSE,Venezuelan equine encephalitis,TRUE,Venezuelan equine encephalitis,FALSE,,0,0,0,1,0
Pteroglossus viridis,Chordata,Aves,Piciformes,Ramphastidae,TRUE,Klebsiella infection (pneumonia sepsis),FALSE,,FALSE,,0,0,1,0,1
Pteronotus davyi,Chordata,Mammalia,Chiroptera,Mormoopidae,FALSE,Dengue; Rabies; Rocio virus encephalitis; Saint Louis encephalitis; Yellow fever,TRUE,Dengue; Yellow fever,TRUE,Dengue; Yellow fever,0,0,1,4,1
Pteronotus parnellii,Chordata,Mammalia,Chiroptera,Mormoopidae,FALSE,Dengue; Rabies; Rocio virus encephalitis; Saint Louis encephalitis; Yellow fever,TRUE,Dengue; Yellow fever,TRUE,Dengue; Yellow fever,0,0,0,5,0
Pteropus admiralitatum,Chordata,Mammalia,Chiroptera,Pteropodidae,FALSE,Hendra virus disease,TRUE,Hendra,TRUE,Hendra,0,0,0,1,0
Pteropus alecto,Chordata,Mammalia,Chiroptera,Pteropodidae,TRUE,Australian bat lyssavirus infection; Dengue; Hendra virus disease; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Japanese encephalitis; Menangle virus infection; Murray Valley encephalitis; Ross River virus disease; West Nile fever,TRUE,Dengue; Hendra; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); West Nile fever,TRUE,Dengue; Hendra; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); West Nile fever,0,3,3,5,6
Pteropus capistratus,Chordata,Mammalia,Chiroptera,Pteropodidae,FALSE,Hendra virus disease,TRUE,Hendra,TRUE,Hendra,0,0,0,1,0
Pteropus conspicillatus,Chordata,Mammalia,Chiroptera,Pteropodidae,FALSE,Australian bat lyssavirus infection; Hendra virus disease; Menangle virus infection,TRUE,Hendra,TRUE,Hendra,1,1,2,1,3
Pteropus hypomelanus,Chordata,Mammalia,Chiroptera,Pteropodidae,TRUE,Australian bat lyssavirus infection; Hendra virus disease; Nipah virus disease,TRUE,Hendra; Nipah virus disease,TRUE,Hendra; Nipah virus disease,0,1,1,3,2
Pteropus lylei,Chordata,Mammalia,Chiroptera,Pteropodidae,TRUE,Australian bat lyssavirus infection; Irkut lyssavirus infection; Nipah virus disease,TRUE,Nipah virus disease,TRUE,Nipah virus disease,0,1,1,2,2
Pteropus medius,Chordata,Mammalia,Chiroptera,Pteropodidae,TRUE,Nipah virus disease; Rabies,TRUE,Nipah virus disease,TRUE,Nipah virus disease,0,2,0,0,2
Pteropus neohibernicus,Chordata,Mammalia,Chiroptera,Pteropodidae,FALSE,Hendra virus disease,TRUE,Hendra,TRUE,Hendra,0,0,0,1,0
Pteropus poliocephalus,Chordata,Mammalia,Chiroptera,Pteropodidae,FALSE,Australian bat lyssavirus infection; Hendra virus disease; Menangle virus infection; Rabies; Ross River virus disease,TRUE,Hendra,TRUE,Hendra,0,2,4,1,6
Pteropus pumilus,Chordata,Mammalia,Chiroptera,Pteropodidae,FALSE,Nipah virus disease,TRUE,Nipah virus disease,TRUE,Nipah virus disease,0,0,0,1,0
Pteropus rodricensis,Chordata,Mammalia,Chiroptera,Pteropodidae,FALSE,Nipah virus disease,TRUE,Nipah virus disease,TRUE,Nipah virus disease,0,0,0,1,0
Pteropus rufus,Chordata,Mammalia,Chiroptera,Pteropodidae,FALSE,Hendra virus disease; Nipah virus disease; Rabies; West Nile fever,TRUE,Hendra; Nipah virus disease; West Nile fever,TRUE,Hendra; Nipah virus disease; West Nile fever,0,1,0,3,1
Pteropus scapulatus,Chordata,Mammalia,Chiroptera,Pteropodidae,FALSE,Australian bat lyssavirus infection; Dengue; Hendra virus disease; Japanese encephalitis; Menangle virus infection; Murray Valley encephalitis; Ross River virus disease; West Nile fever,TRUE,Dengue; Hendra; West Nile fever,TRUE,Dengue; Hendra; West Nile fever,1,1,2,6,3
Pteropus vampyrus,Chordata,Mammalia,Chiroptera,Pteropodidae,TRUE,Nipah virus disease,TRUE,Nipah virus disease,TRUE,Nipah virus disease,0,1,1,0,2
Ptyas korros,Chordata,Lepidosauria,Squamata,Colubridae,FALSE,Q fever,FALSE,,FALSE,,0,0,0,1,0
Puma concolor,Chordata,Mammalia,Carnivora,Felidae,TRUE,Anthrax; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Plague; Rabies; West Nile fever,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Plague; West Nile fever,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Plague; West Nile fever,0,3,3,3,6
Pusa caspica,Chordata,Mammalia,Carnivora,Phocidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,2,2
Pusa hispida,Chordata,Mammalia,Carnivora,Phocidae,FALSE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,0,0,2,0
Pusa sibirica,Chordata,Mammalia,Carnivora,Phocidae,FALSE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,0,0,2,0
Pygoscelis adeliae,Chordata,Aves,Sphenisciformes,Spheniscidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,0,2
Pygoscelis antarcticus,Chordata,Aves,Sphenisciformes,Spheniscidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,0,2
Pygoscelis papua,Chordata,Aves,Sphenisciformes,Spheniscidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,0,2
Pyrrhocorax graculus,Chordata,Aves,Passeriformes,Corvidae,TRUE,West Nile fever,TRUE,West Nile fever,TRUE,West Nile fever,0,1,0,0,1
Pyrrhula pyrrhula,Chordata,Aves,Passeriformes,Fringillidae,TRUE,Non-typhoidal salmonellosis; Tick-borne encephalitis,TRUE,Non-typhoidal salmonellosis; Tick-borne encephalitis,TRUE,Tick-borne encephalitis,0,1,1,0,2
Python molurus,Chordata,Reptilia,Squamata,Pythonidae,FALSE,Non-typhoidal salmonellosis; Q fever,TRUE,Non-typhoidal salmonellosis,FALSE,,0,0,1,1,1
Python regius,Chordata,Reptilia,Squamata,Pythonidae,FALSE,Non-typhoidal salmonellosis,TRUE,Non-typhoidal salmonellosis,FALSE,,0,0,1,0,1
Quelea quelea,Chordata,Aves,Passeriformes,Ploceidae,TRUE,West Nile fever,TRUE,West Nile fever,TRUE,West Nile fever,0,1,0,0,1
Quiscalus major,Chordata,Aves,Passeriformes,Icteridae,TRUE,West Nile fever,TRUE,West Nile fever,TRUE,West Nile fever,0,1,1,0,2
Quiscalus mexicanus,Chordata,Aves,Passeriformes,Icteridae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,0,2
Quiscalus quiscula,Chordata,Aves,Passeriformes,Icteridae,TRUE,Brazilian spotted fever; Eastern equine encephalitis; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Saint Louis encephalitis; Venezuelan equine encephalitis; West Nile fever,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Venezuelan equine encephalitis; West Nile fever,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); West Nile fever,0,7,2,3,9
Rallus aquaticus,Chordata,Aves,Gruiformes,Rallidae,TRUE,West Nile fever,TRUE,West Nile fever,TRUE,West Nile fever,0,1,0,0,1
Ramphastos sulfuratus,Chordata,Aves,Piciformes,Ramphastidae,FALSE,Rocio virus encephalitis; Venezuelan equine encephalitis,TRUE,Venezuelan equine encephalitis,FALSE,,0,0,1,1,1
Ramphastos swainsonii,Chordata,Aves,Piciformes,Ramphastidae,FALSE,Venezuelan equine encephalitis,TRUE,Venezuelan equine encephalitis,FALSE,,0,0,0,1,0
Ramphocelus passerinii,Chordata,Aves,Passeriformes,Thraupidae,TRUE,Rocio virus encephalitis; Venezuelan equine encephalitis,TRUE,Venezuelan equine encephalitis,FALSE,,0,0,2,0,2
Rangifer tarandus,Chordata,Mammalia,Artiodactyla,Cervidae,TRUE,Bluetongue; Epizootic haemorrhagic disease; Rabies; West Nile fever,TRUE,West Nile fever,TRUE,West Nile fever,1,3,0,2,3
Raphicerus campestris,Chordata,Mammalia,Artiodactyla,Bovidae,FALSE,Anthrax,FALSE,,FALSE,,1,0,0,0,0
Raphicerus sharpei,Chordata,Mammalia,Artiodactyla,Bovidae,FALSE,Anthrax,FALSE,,FALSE,,1,0,0,0,0
Rattus exulans,Chordata,Mammalia,Rodentia,Muridae,FALSE,Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E; Lassa fever,TRUE,Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E; Lassa fever,TRUE,Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E; Lassa fever,0,0,0,3,0
Rattus losea,Chordata,Mammalia,Rodentia,Muridae,TRUE,Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E; Severe Acute Respiratory Syndrome (SARS); COVID-19,TRUE,Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E; Severe Acute Respiratory Syndrome (SARS); COVID-19,TRUE,Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E,0,5,0,0,5
Rattus lutreolus,Chordata,Mammalia,Rodentia,Muridae,FALSE,Ross River virus disease,FALSE,,FALSE,,0,0,0,1,0
Rattus nitidus,Chordata,Mammalia,Rodentia,Muridae,TRUE,Hemorrhagic fever with renal syndrome (Hantaan virus),TRUE,Hemorrhagic fever with renal syndrome (Hantaan virus),TRUE,Hemorrhagic fever with renal syndrome (Hantaan virus),0,1,1,0,2
Rattus norvegicus,Chordata,Mammalia,Rodentia,Muridae,TRUE,Andes hantavirus infection; Crimean-Congo hemorrhagic fever; Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Lassa fever; Murine typhus; Plague; Q fever; Saint Louis encephalitis; Scrub typhus; Severe Acute Respiratory Syndrome (SARS); COVID-19; Severe fever with thrombocytopenia syndrome (SFTS); Tick-borne encephalitis; Tularemia; Venezuelan equine encephalitis; West Nile fever; Zika virus disease,TRUE,Crimean-Congo hemorrhagic fever; Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Lassa fever; Plague; Severe Acute Respiratory Syndrome (SARS); COVID-19; Severe fever with thrombocytopenia syndrome (SFTS); Tick-borne encephalitis; Venezuelan equine encephalitis; West Nile fever; Zika virus disease,TRUE,Crimean-Congo hemorrhagic fever; Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Lassa fever; Plague; Tick-borne encephalitis; West Nile fever; Zika virus disease,7,13,3,8,16
Rattus pyctoris,Chordata,Mammalia,Rodentia,Muridae,FALSE,Hepatitis E,TRUE,Hepatitis E,TRUE,Hepatitis E,0,0,0,1,0
Rattus rattus,Chordata,Mammalia,Rodentia,Muridae,TRUE,Alkhumra hemorrhagic fever; Andes hantavirus infection; Chagas disease; Chikungunya fever; Crimean-Congo hemorrhagic fever; Everglades virus disease; Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E; Kyasanur Forest disease; Lassa fever; Murine typhus; Plague; Q fever; Rift Valley fever; Saint Louis encephalitis; Scrub typhus; Severe Acute Respiratory Syndrome (SARS); COVID-19; Tularemia; Venezuelan equine encephalitis; West Nile fever,TRUE,Chikungunya fever; Crimean-Congo hemorrhagic fever; Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E; Lassa fever; Plague; Rift Valley fever; Severe Acute Respiratory Syndrome (SARS); COVID-19; Venezuelan equine encephalitis; West Nile fever,TRUE,Chikungunya fever; Crimean-Congo hemorrhagic fever; Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E; Lassa fever; Plague; Rift Valley fever; West Nile fever,6,12,6,14,18
Rattus sordidus,Chordata,Mammalia,Rodentia,Muridae,FALSE,Ross River virus disease,FALSE,,FALSE,,0,0,0,1,0
Rattus tanezumi,Chordata,Mammalia,Rodentia,Muridae,TRUE,Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E; Plague; Severe fever with thrombocytopenia syndrome (SFTS),TRUE,Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E; Plague; Severe fever with thrombocytopenia syndrome (SFTS),TRUE,Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E; Plague,0,3,1,1,4
Rattus tiomanicus,Chordata,Mammalia,Rodentia,Muridae,TRUE,Hepatitis E,TRUE,Hepatitis E,TRUE,Hepatitis E,0,1,0,0,1
Redunca arundinum,Chordata,Mammalia,Artiodactyla,Bovidae,FALSE,Anthrax; Bluetongue; Crimean-Congo hemorrhagic fever; Lumpy skin disease,TRUE,Crimean-Congo hemorrhagic fever,TRUE,Crimean-Congo hemorrhagic fever,1,0,0,3,0
Redunca fulvorufula,Chordata,Mammalia,Artiodactyla,Bovidae,FALSE,Bluetongue; Crimean-Congo hemorrhagic fever,TRUE,Crimean-Congo hemorrhagic fever,TRUE,Crimean-Congo hemorrhagic fever,0,0,0,2,0
Regulus satrapa,Chordata,Aves,Passeriformes,Regulidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,4,0,0,4
Reithrodontomys fulvescens,Chordata,Mammalia,Rodentia,Cricetidae,TRUE,Bayou hantavirus infection; Hantavirus pulmonary syndrome; Sin Nombre hantavirus infection,TRUE,Hantavirus pulmonary syndrome,TRUE,Hantavirus pulmonary syndrome,0,2,0,1,2
Reithrodontomys megalotis,Chordata,Mammalia,Rodentia,Cricetidae,TRUE,Hantavirus pulmonary syndrome; Saint Louis encephalitis; Sin Nombre hantavirus infection; Venezuelan equine encephalitis,TRUE,Hantavirus pulmonary syndrome; Venezuelan equine encephalitis,TRUE,Hantavirus pulmonary syndrome,0,2,0,4,2
Rhabdomys pumilio,Chordata,Mammalia,Rodentia,Muridae,FALSE,Crimean-Congo hemorrhagic fever,TRUE,Crimean-Congo hemorrhagic fever,TRUE,Crimean-Congo hemorrhagic fever,0,0,0,1,0
Rhabdophis tigrinus,Chordata,Reptilia,Squamata,Natricidae,TRUE,Severe fever with thrombocytopenia syndrome (SFTS),TRUE,Severe fever with thrombocytopenia syndrome (SFTS),FALSE,,0,1,0,0,1
Rhinoceros unicornis,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,FALSE,West Nile fever,TRUE,West Nile fever,TRUE,West Nile fever,0,0,0,1,0
Rhinolophus affinis,Chordata,Mammalia,Chiroptera,Rhinolophidae,TRUE,Japanese encephalitis; Nipah virus disease; Severe Acute Respiratory Syndrome (SARS); COVID-19,TRUE,Nipah virus disease; Severe Acute Respiratory Syndrome (SARS); COVID-19,TRUE,Nipah virus disease,0,8,4,1,12
Rhinolophus blasii,Chordata,Mammalia,Chiroptera,Rhinolophidae,TRUE,Severe Acute Respiratory Syndrome (SARS); COVID-19,TRUE,Severe Acute Respiratory Syndrome (SARS); COVID-19,FALSE,,0,3,0,0,3
Rhinolophus cornutus,Chordata,Mammalia,Chiroptera,Rhinolophidae,TRUE,Japanese encephalitis; Severe Acute Respiratory Syndrome (SARS); COVID-19,TRUE,Severe Acute Respiratory Syndrome (SARS); COVID-19,FALSE,,0,6,1,0,7
Rhinolophus eloquens,Chordata,Mammalia,Chiroptera,Rhinolophidae,TRUE,Marburg virus disease,TRUE,Marburg virus disease,TRUE,Marburg virus disease,0,1,0,1,1
Rhinolophus euryale,Chordata,Mammalia,Chiroptera,Rhinolophidae,TRUE,Severe Acute Respiratory Syndrome (SARS); COVID-19,TRUE,Severe Acute Respiratory Syndrome (SARS); COVID-19,FALSE,,0,3,0,0,3
Rhinolophus ferrumequinum,Chordata,Mammalia,Chiroptera,Rhinolophidae,TRUE,Hemorrhagic fever with renal syndrome (Hantaan virus); Japanese encephalitis; Middle East Respiratory Syndrome (MERS); Rabies; Severe Acute Respiratory Syndrome (SARS); COVID-19,TRUE,Hemorrhagic fever with renal syndrome (Hantaan virus); Middle East Respiratory Syndrome (MERS); Severe Acute Respiratory Syndrome (SARS); COVID-19,TRUE,Hemorrhagic fever with renal syndrome (Hantaan virus),0,9,4,2,13
Rhinolophus macrotis,Chordata,Mammalia,Chiroptera,Rhinolophidae,TRUE,Japanese encephalitis; Severe Acute Respiratory Syndrome (SARS); COVID-19,TRUE,Severe Acute Respiratory Syndrome (SARS); COVID-19,FALSE,,0,6,3,1,9
Rhinolophus mehelyi,Chordata,Mammalia,Chiroptera,Rhinolophidae,TRUE,Severe Acute Respiratory Syndrome (SARS); COVID-19,TRUE,Severe Acute Respiratory Syndrome (SARS); COVID-19,FALSE,,0,3,0,0,3
Rhinolophus monoceros,Chordata,Mammalia,Chiroptera,Rhinolophidae,FALSE,Severe Acute Respiratory Syndrome (SARS); COVID-19,TRUE,Severe Acute Respiratory Syndrome (SARS); COVID-19,FALSE,,0,3,0,0,3
Rhinolophus pearsonii,Chordata,Mammalia,Chiroptera,Rhinolophidae,TRUE,Severe Acute Respiratory Syndrome (SARS); COVID-19,TRUE,Severe Acute Respiratory Syndrome (SARS); COVID-19,FALSE,,0,6,3,0,9
Rhinolophus pusillus,Chordata,Mammalia,Chiroptera,Rhinolophidae,TRUE,Japanese encephalitis; Rabies; Severe Acute Respiratory Syndrome (SARS); COVID-19; Severe fever with thrombocytopenia syndrome (SFTS),TRUE,Severe Acute Respiratory Syndrome (SARS); COVID-19; Severe fever with thrombocytopenia syndrome (SFTS),FALSE,,0,7,1,4,8
Rhinolophus rex,Chordata,Mammalia,Chiroptera,Rhinolophidae,TRUE,Severe Acute Respiratory Syndrome (SARS); COVID-19,TRUE,Severe Acute Respiratory Syndrome (SARS); COVID-19,FALSE,,0,3,0,0,3
Rhinolophus rouxii,Chordata,Mammalia,Chiroptera,Rhinolophidae,TRUE,Alkhumra hemorrhagic fever; Japanese encephalitis; Kyasanur Forest disease,FALSE,,FALSE,,0,0,2,1,2
Rhinolophus sinicus,Chordata,Mammalia,Chiroptera,Rhinolophidae,TRUE,Nipah virus disease; Severe Acute Respiratory Syndrome (SARS); COVID-19,TRUE,Nipah virus disease; Severe Acute Respiratory Syndrome (SARS); COVID-19,TRUE,Nipah virus disease,0,6,3,1,9
Rhinolophus stheno,Chordata,Mammalia,Chiroptera,Rhinolophidae,TRUE,Severe Acute Respiratory Syndrome (SARS); COVID-19,TRUE,Severe Acute Respiratory Syndrome (SARS); COVID-19,FALSE,,0,3,0,0,3
Rhinolophus thomasi,Chordata,Mammalia,Chiroptera,Rhinolophidae,TRUE,Severe Acute Respiratory Syndrome (SARS); COVID-19,TRUE,Severe Acute Respiratory Syndrome (SARS); COVID-19,FALSE,,0,6,0,0,6
Rhinophylla pumilio,Chordata,Mammalia,Chiroptera,Phyllostomidae,FALSE,Saint Louis encephalitis,FALSE,,FALSE,,0,0,1,0,1
Rhogeessa tumida,Chordata,Mammalia,Chiroptera,Vespertilionidae,TRUE,Dengue,TRUE,Dengue,TRUE,Dengue,0,1,0,0,1
Rhombomys opimus,Chordata,Mammalia,Rodentia,Muridae,TRUE,Plague,TRUE,Plague,TRUE,Plague,1,0,1,0,1
Rhopocichla atriceps,Chordata,Aves,Passeriformes,Timaliidae,FALSE,Alkhumra hemorrhagic fever; Kyasanur Forest disease,FALSE,,FALSE,,0,0,0,2,0
Rhynchonycteris naso,Chordata,Mammalia,Chiroptera,Emballonuridae,FALSE,Eastern equine encephalitis,FALSE,,FALSE,,0,0,0,1,0
Rhynchotus rufescens,Chordata,Aves,Struthioniformes,Tinamidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,0,2
Riparia riparia,Chordata,Aves,Passeriformes,Hirundinidae,TRUE,Tick-borne encephalitis,TRUE,Tick-borne encephalitis,TRUE,Tick-borne encephalitis,0,1,0,0,1
Rissa tridactyla,Chordata,Aves,Charadriiformes,Laridae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,4,0,0,4
Rousettus aegyptiacus,Chordata,Mammalia,Chiroptera,Pteropodidae,TRUE,Chikungunya fever; Ebola virus disease; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Marburg virus disease; Schmallenberg disease; West Nile fever; Zika virus disease,TRUE,Chikungunya fever; Ebola virus disease; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Marburg virus disease; West Nile fever; Zika virus disease,TRUE,Chikungunya fever; Ebola virus disease; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Marburg virus disease; West Nile fever; Zika virus disease,0,9,3,2,12
Rousettus amplexicaudatus,Chordata,Mammalia,Chiroptera,Pteropodidae,TRUE,Australian bat lyssavirus infection; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,1,2
Rousettus leschenaultii,Chordata,Mammalia,Chiroptera,Pteropodidae,TRUE,Alkhumra hemorrhagic fever; Chikungunya fever; Dengue; Ebola virus disease; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Japanese encephalitis; Kyasanur Forest disease; Nipah virus disease; Rabies; Severe Acute Respiratory Syndrome (SARS); COVID-19; West Nile fever,TRUE,Chikungunya fever; Dengue; Ebola virus disease; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Nipah virus disease; Severe Acute Respiratory Syndrome (SARS); COVID-19; West Nile fever,TRUE,Chikungunya fever; Dengue; Ebola virus disease; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Nipah virus disease; West Nile fever,1,5,3,10,8
